101605 296.08 89.1816 9.33897e-09
101578 296.058 89.0106 9.33794e-09
101613 296.087 89.1042 9.34156e-09
101586 296.065 88.9337 9.34086e-09
101613 296.087 89.1042 9.34156e-09
101605 296.08 89.1816 9.33897e-09
101578 296.058 89.0106 9.33794e-09
101586 296.065 88.9337 9.34086e-09
101635 296.105 88.9047 9.34877e-09
101608 296.083 88.729 9.34817e-09
101635 296.105 88.9047 9.34877e-09
101608 296.083 88.729 9.34817e-09
101607 296.083 89.3911 9.34245e-09
101628 296.1 89.1966 9.34903e-09
101607 296.083 89.3911 9.34245e-09
101628 296.1 89.1966 9.34903e-09
101600 296.077 89.4695 9.34034e-09
101600 296.077 89.4695 9.34034e-09
101642 296.111 88.4095 9.35443e-09
101730 296.185 87.9842 9.36864e-09
101670 296.135 88.6003 9.35705e-09
101704 296.163 87.8127 9.36426e-09
101670 296.135 88.6003 9.35705e-09
101704 296.163 87.8127 9.36426e-09
101642 296.111 88.4095 9.35443e-09
101730 296.185 87.9842 9.36864e-09
101662 296.129 88.9102 9.36258e-09
101662 296.129 88.9102 9.36258e-09
101723 296.18 88.2656 9.3759e-09
101723 296.18 88.2656 9.3759e-09
101629 296.102 89.3218 9.36573e-09
101682 296.146 88.8925 9.38914e-09
101682 296.146 88.8925 9.38914e-09
101629 296.102 89.3218 9.36573e-09
101600 296.078 89.6099 9.3455e-09
101600 296.078 89.6099 9.3455e-09
101560 296.045 90.1291 9.33933e-09
101588 296.069 89.8353 9.37407e-09
101588 296.069 89.8353 9.37407e-09
101560 296.045 90.1291 9.33933e-09
101628 296.104 89.9811 9.40363e-09
101628 296.104 89.9811 9.40363e-09
101582 296.063 89.8059 9.34e-09
101576 296.058 89.8878 9.3381e-09
101576 296.058 89.8878 9.3381e-09
101582 296.063 89.8059 9.34e-09
101542 296.03 90.3285 9.33332e-09
101542 296.03 90.3285 9.33332e-09
101534 296.024 90.414 9.33118e-09
101534 296.024 90.414 9.33118e-09
101484 295.984 91.031 9.32199e-09
101492 295.991 90.9537 9.32428e-09
101492 295.991 90.9537 9.32428e-09
101484 295.984 91.031 9.32199e-09
101429 295.94 91.686 9.31185e-09
101424 295.935 91.7423 9.30998e-09
101424 295.935 91.7423 9.30998e-09
101429 295.94 91.686 9.31185e-09
101443 295.953 91.5624 9.31853e-09
101512 296.007 90.7774 9.33134e-09
101443 295.953 91.5624 9.31853e-09
101512 296.007 90.7774 9.33134e-09
101541 296.032 90.5252 9.38542e-09
101541 296.032 90.5252 9.38542e-09
101582 296.068 90.7593 9.42585e-09
101582 296.068 90.7593 9.42585e-09
101498 296.001 91.679 9.43784e-09
101464 295.97 91.3847 9.38824e-09
101498 296.001 91.679 9.43784e-09
101464 295.97 91.3847 9.38824e-09
101367 295.893 92.3358 9.38369e-09
101356 295.883 92.4398 9.30284e-09
101367 295.893 92.3358 9.38369e-09
101356 295.883 92.4398 9.30284e-09
101393 295.916 92.6607 9.43742e-09
101393 295.916 92.6607 9.43742e-09
101350 295.876 92.504 9.29568e-09
101347 295.874 92.5357 9.29428e-09
101350 295.876 92.504 9.29568e-09
101347 295.874 92.5357 9.29428e-09
101608 296.094 90.048 9.51856e-09
101676 296.149 89.3104 9.48933e-09
101530 296.03 90.8306 9.54212e-09
101652 296.129 89.558 9.50385e-09
101530 296.03 90.8306 9.54212e-09
101652 296.129 89.558 9.50385e-09
101608 296.094 90.048 9.51856e-09
101676 296.149 89.3104 9.48933e-09
101712 296.176 88.4373 9.46524e-09
101712 296.176 88.4373 9.46524e-09
101696 296.166 88.5718 9.48939e-09
