101604 296.08 89.1909 1.17577e-06 0.000903892 918.746
101577 296.057 89.02 1.18199e-06 0.001 1000
101612 296.086 89.1133 1.17586e-06 0.000904012 918.85
101585 296.064 88.9429 1.18207e-06 0.001 1000
101612 296.086 89.1133 1.17586e-06 0.000904012 918.85
101604 296.08 89.1909 1.17577e-06 0.000903892 918.746
101577 296.057 89.02 1.18199e-06 0.001 1000
101585 296.064 88.9429 1.18207e-06 0.001 1000
101634 296.105 88.9134 1.17611e-06 0.000904334 919.126
101607 296.082 88.7378 1.18229e-06 0.001 1000
101634 296.105 88.9134 1.17611e-06 0.000904334 919.126
101607 296.082 88.7378 1.18229e-06 0.001 1000
101606 296.082 89.3999 1.16378e-06 0.00084845 871.307
101627 296.1 89.2051 1.16409e-06 0.000849069 871.844
101606 296.082 89.3999 1.16378e-06 0.00084845 871.307
101627 296.1 89.2051 1.16409e-06 0.000849069 871.844
101598 296.076 89.4785 1.16367e-06 0.000848228 871.115
101598 296.076 89.4785 1.16367e-06 0.000848228 871.115
101641 296.11 88.4181 1.18265e-06 0.001 1000
101729 296.184 87.9927 1.1772e-06 0.000905738 920.326
101669 296.134 88.6088 1.17653e-06 0.000904941 919.648
101703 296.162 87.8214 1.18321e-06 0.001 1000
101669 296.134 88.6088 1.17653e-06 0.000904941 919.648
101703 296.162 87.8214 1.18321e-06 0.001 1000
101641 296.11 88.4181 1.18265e-06 0.001 1000
101729 296.184 87.9927 1.1772e-06 0.000905738 920.326
101661 296.128 88.9184 1.16464e-06 0.000850311 872.913
101661 296.128 88.9184 1.16464e-06 0.000850311 872.913
101722 296.179 88.2739 1.16568e-06 0.000852551 874.817
101722 296.179 88.2739 1.16568e-06 0.000852551 874.817
101628 296.101 89.3297 1.15319e-06 0.000801278 830.559
101681 296.146 88.9002 1.15322e-06 0.000799142 828.613
101681 296.146 88.9002 1.15322e-06 0.000799142 828.613
101628 296.101 89.3297 1.15319e-06 0.000801278 830.559
101599 296.077 89.6181 1.15256e-06 0.000799618 829.119
101599 296.077 89.6181 1.15256e-06 0.000799618 829.119
101559 296.045 90.1368 1.14154e-06 0.00075507 790.269
101587 296.069 89.8427 1.1421e-06 0.00075638 791.409
101587 296.069 89.8427 1.1421e-06 0.00075638 791.409
101559 296.045 90.1368 1.14154e-06 0.00075507 790.269
101627 296.103 89.9881 1.14125e-06 0.000751419 786.993
101627 296.103 89.9881 1.14125e-06 0.000751419 786.993
101581 296.062 89.8144 1.15225e-06 0.000798877 828.472
101575 296.057 89.8966 1.15214e-06 0.000798607 828.235
101575 296.057 89.8966 1.15214e-06 0.000798607 828.235
101581 296.062 89.8144 1.15225e-06 0.000798877 828.472
101541 296.029 90.3367 1.14124e-06 0.000754413 789.69
