100174 300.149 99.5689 1.16237e-08 5e-06 500
100169 300.145 99.5361 1.16235e-08 4.99713e-06 499.748
100172 300.147 99.4851 1.16235e-08 4.99595e-06 499.638
100177 300.151 99.4159 1.16249e-08 4.99615e-06 499.615
100183 300.157 99.3292 1.16292e-08 4.99888e-06 499.729
100192 300.164 99.2236 1.1639e-08 5.00662e-06 500.109
100202 300.173 99.096 1.16602e-08 5.02444e-06 501.014
100214 300.183 98.9419 1.17037e-08 5.06226e-06 502.95
100229 300.196 98.7561 1.17898e-08 5.13853e-06 506.842
100247 300.212 98.5322 1.19538e-08 5.28604e-06 514.274
100269 300.231 98.2642 1.22538e-08 5.56096e-06 527.766
100295 300.254 97.9466 1.31088e-08 6.21672e-06 551.033
100327 300.281 97.5759 2.34249e-07 0.000124749 593.56
100365 300.317 97.1502 1.14901e-05 0.051199 2950.63
100403 400 0 2.51271e-05 37.2445 1.72004e+06
100174 300.149 99.5693 1.16237e-08 5e-06 500
100169 300.145 99.5374 1.16235e-08 4.99705e-06 499.742
100172 300.147 99.4882 1.16234e-08 4.99574e-06 499.623
100177 300.151 99.4221 1.16245e-08 4.99563e-06 499.582
100183 300.157 99.3409 1.16279e-08 4.99763e-06 499.658
100191 300.164 99.2444 1.16359e-08 5.00369e-06 499.95
100201 300.172 99.1313 1.16528e-08 5.01769e-06 500.658
100213 300.182 98.9999 1.16868e-08 5.04708e-06 502.161
100226 300.194 98.8484 1.17529e-08 5.10535e-06 505.139
100242 300.207 98.6746 1.18763e-08 5.21579e-06 510.727
100260 300.223 98.4776 1.20972e-08 5.41702e-06 520.691
100281 300.241 98.2568 1.26438e-08 5.85235e-06 537.563
100304 300.261 98.0135 1.25336e-07 6.62057e-05 566.936
100331 300.285 97.7503 6.42666e-06 0.0259733 1772.46
100355 300.563 97.4601 1.86854e-05 9.42596 435733
100173 300.148 99.5697 1.16237e-08 5e-06 500
100169 300.145 99.5392 1.16234e-08 4.99694e-06 499.735
100172 300.147 99.4927 1.16231e-08 4.99538e-06 499.599
100177 300.151 99.4314 1.16236e-08 4.99464e-06 499.521
100183 300.157 99.3583 1.16254e-08 4.99516e-06 499.519
100191 300.164 99.275 1.16295e-08 4.99781e-06 499.634
100200 300.171 99.1828 1.16379e-08 5.00421e-06 499.948
100210 300.18 99.0834 1.16536e-08 5.01722e-06 500.606
