100000 300 100 7.62855e-09 5e-06 500
100126 300.108 99.6543 9.62644e-09 5.00099e-06 500.084
100128 300.11 99.6166 1.1621e-08 4.99956e-06 499.953
100132 300.113 99.5654 9.91505e-09 4.99892e-06 499.887
100137 300.117 99.501 6.76371e-09 4.99909e-06 499.932
100143 300.122 99.4222 4.38432e-09 5.00019e-06 500.189
100150 300.129 99.3264 2.84744e-09 5.00238e-06 500.871
100160 300.137 99.2098 1.85602e-09 5.00591e-06 502.41
100171 300.146 99.0682 1.22011e-09 5.01103e-06 505.616
100184 300.158 98.8963 8.1323e-10 5.01804e-06 511.928
100201 300.172 98.6889 5.52202e-10 5.02808e-06 523.73
100222 300.19 98.4416 4.39171e-10 5.93003e-06 543.769
100247 300.212 98.151 3.29173e-08 0.000733689 1877.18
100276 300.237 97.8139 3.83698e-06 0.404572 63351.9
100271 304.472 0 0.000108536 129.541 1.38812e+06
100000 300 100 7.67646e-09 5e-06 500
100126 300.108 99.6553 9.65037e-09 5.00091e-06 500.076
100128 300.11 99.6191 1.16209e-08 4.9994e-06 499.94
100132 300.113 99.5704 1.01662e-08 4.99861e-06 499.863
100137 300.117 99.5104 7.23101e-09 4.99855e-06 499.877
100143 300.122 99.4389 4.77911e-09 4.99929e-06 500.057
100150 300.128 99.3547 3.16789e-09 5.00093e-06 500.558
100158 300.136 99.2563 2.1076e-09 5.00364e-06 501.677
100168 300.144 99.1421 1.41346e-09 5.00756e-06 503.963
100180 300.154 99.0104 9.60449e-10 5.01285e-06 508.351
100194 300.166 98.8599 6.64308e-10 5.02009e-06 516.339
100210 300.18 98.6904 4.97905e-10 5.48053e-06 529.691
100228 300.196 98.5024 1.69445e-08 0.000373482 1206.55
100248 300.213 98.2972 2.0045e-06 0.204031 33111
100257 300.237 98.0454 3.26261e-05 32.9373 408099
100000 300 100 7.74969e-09 5e-06 500
100126 300.108 99.6569 9.68694e-09 5.00081e-06 500.065
100128 300.11 99.6228 1.16208e-08 4.99914e-06 499.921
100132 300.113 99.578 1.07819e-08 4.99805e-06 499.821
100136 300.117 99.5245 8.42975e-09 4.99751e-06 499.778
100142 300.122 99.4635 5.89672e-09 4.99752e-06 499.821
100149 300.128 99.3961 4.17604e-09 4.99807e-06 500.006
100157 300.134 99.3234 2.99032e-09 4.99921e-06 500.429
100165 300.141 99.247 2.17007e-09 5.00092e-06 501.247
100174 300.149 99.1694 1.60129e-09 5.00318e-06 502.691
100183 300.157 99.0936 1.20501e-09 5.00596e-06 505.077
100193 300.165 99.0232 9.27171e-10 5.01607e-06 508.791
100202 300.173 98.9623 1.01537e-09 9.16863e-06 519.401
100210 300.18 98.9154 8.79326e-08 0.00175715 1694.52
100220 300.189 98.894 3.8528e-06 0.352067 31206.3
100000 300 100 7.79404e-09 5e-06 500
100126 300.108 99.6578 9.7091e-09 5.0008e-06 500.062
100128 300.11 99.6251 1.16207e-08 4.99904e-06 499.914
100132 300.113 99.5826 1.13183e-08 4.99776e-06 499.8
100136 300.117 99.533 9.50969e-09 4.99691e-06 499.725
100142 300.122 99.4779 6.97803e-09 4.99645e-06 499.695
100148 300.127 99.4192 5.2301e-09 4.99633e-06 499.721
100155 300.133 99.3588 3.99137e-09 4.99652e-06 499.818
100162 300.139 99.299 3.10226e-09 4.99696e-06 500.002
100170 300.146 99.2425 2.45922e-09 4.99757e-06 500.285
100177 300.152 99.1925 1.99068e-09 4.99829e-06 500.668
