0 0 0 300
0 0 0 300
0 0 0 300
0 0 0 300
0 0 0 300
0 0 0 300
0.00118144 -0.0342364 0.0342567 300.005
0.00118144 -0.0342364 0.0342567 300.005
0 0 0 300
0 0 0 300
0.00321411 -0.0764079 0.0764755 300.014
0.00321411 -0.0764079 0.0764755 300.014
0 0 0 300
0 0 0 300
-0.00603819 -0.0825958 0.0828162 300.029
-0.00603819 -0.0825958 0.0828162 300.029
-0.0442564 0.0466641 0.0643131 300.028
-0.0078117 -0.00407353 0.00881001 300.01
-0.0078117 -0.00407353 0.00881001 300.01
-0.0442564 0.0466641 0.0643131 300.028
0 0 0 300
0 0 0 300
-0.159852 0.231652 0.281452 300.058
-0.159852 0.231652 0.281452 300.058
-0.426663 0.577331 0.717881 300.098
-0.0618752 -0.00843685 0.0624477 300.048
-0.0618752 -0.00843685 0.0624477 300.048
-0.426663 0.577331 0.717881 300.098
-0.912287 1.03603 1.38044 300.148
-0.215406 0.14117 0.257543 300.073
-0.215406 0.14117 0.257543 300.073
-0.912287 1.03603 1.38044 300.148
0 0 0 300
0 0 0 300
0 0 0 300
0 0 0 300
-0.101584 0.430349 0.442176 300.042
-0.0190194 0.132939 0.134293 300.014
-0.0190194 0.132939 0.134293 300.014
-0.101584 0.430349 0.442176 300.042
0 0 0 300
0 0 0 300
-0.335233 0.969745 1.02605 300.087
-0.335233 0.969745 1.02605 300.087
-0.819242 1.71461 1.90028 300.148
-0.819242 1.71461 1.90028 300.148
-1.62467 2.56349 3.03497 300.22
-1.62467 2.56349 3.03497 300.22
-2.79026 3.43177 4.42296 300.303
-1.66719 1.544 2.27233 300.203
-2.79026 3.43177 4.42296 300.303
-1.66719 1.544 2.27233 300.203
-2.72648 2.07147 3.42413 300.264
-4.33403 4.29417 6.10113 300.39
-2.72648 2.07147 3.42413 300.264
-4.33403 4.29417 6.10113 300.39
0 0 0 300
0 0 0 300
-0.516694 0.333437 0.614942 300.101
-0.516694 0.333437 0.614942 300.101
-1.00669 0.546746 1.14558 300.131
-1.00669 0.546746 1.14558 300.131
0 0 0 300
0 0 0 300
0 0 0 300
0 0 0 300
-1.71828 0.774723 1.88486 300.164
-1.71828 0.774723 1.88486 300.164
0 0 0 300
0 0 0 300
-2.67182 1.00625 2.85502 300.198
-2.67182 1.00625 2.85502 300.198
-4.11336 2.60669 4.86976 300.328
-5.828 3.11238 6.607 300.392
-5.828 3.11238 6.607 300.392
-4.11336 2.60669 4.86976 300.328
-6.25999 5.13718 8.09803 300.48
-6.25999 5.13718 8.09803 300.48
-8.54466 5.89275 10.3796 300.568
-8.54466 5.89275 10.3796 300.568
-11.1122 6.42509 12.836 300.654
-7.82454 3.509 8.57535 300.457
-7.82454 3.509 8.57535 300.457
-11.1122 6.42509 12.836 300.654
-3.85944 1.21272 4.04548 300.234
-3.85944 1.21272 4.04548 300.234
0 0 0 300
0 0 0 300
-11.9026 12.681 17.3919 300.824
-15.0623 13.3001 20.0939 300.922
-15.433 16.7523 22.7776 300.989
-12.2883 16.1697 20.3092 300.895
-12.2883 16.1697 20.3092 300.895
-11.9026 12.681 17.3919 300.824
-15.433 16.7523 22.7776 300.989
-15.0623 13.3001 20.0939 300.922
-10.6287 9.17203 14.0391 300.714
-13.5918 9.7759 16.7423 300.81
-13.5918 9.7759 16.7423 300.81
-10.6287 9.17203 14.0391 300.714
-7.93317 8.2151 11.4203 300.609
-7.93317 8.2151 11.4203 300.609
-5.60221 7.0938 9.03918 300.499
-5.60221 7.0938 9.03918 300.499
-8.98109 11.5767 14.6519 300.71
-6.40912 10.2198 12.0632 300.587
-8.98109 11.5767 14.6519 300.71
-6.40912 10.2198 12.0632 300.587
-9.3363 14.974 17.6462 300.779
-9.3363 14.974 17.6462 300.779
-6.6988 13.4303 15.0082 300.647
-6.6988 13.4303 15.0082 300.647
-4.25142 8.72868 9.70899 300.459
-4.45814 11.6695 12.4921 300.508
-4.45814 11.6695 12.4921 300.508
-4.25142 8.72868 9.70899 300.459
-3.68125 5.90478 6.9583 300.39
-3.68125 5.90478 6.9583 300.39
-2.18778 4.65633 5.14469 300.285
-2.54653 7.09849 7.54144 300.337
-2.18778 4.65633 5.14469 300.285
-2.54653 7.09849 7.54144 300.337
-2.6726 9.66801 10.0306 300.373
-2.6726 9.66801 10.0306 300.373
-1.12425 3.35556 3.53889 300.192
-1.12425 3.35556 3.53889 300.192
-0.466371 2.09756 2.14878 300.114
-0.466371 2.09756 2.14878 300.114
-0.141546 1.05021 1.0597 300.055
-0.141546 1.05021 1.0597 300.055
-0.0259368 0.36356 0.364484 300.019
-0.0259368 0.36356 0.364484 300.019
0 0 0 300
0 0 0 300
-1.37926 7.37665 7.50448 300.252
-1.31603 5.3088 5.46948 300.227
-0.547445 3.46079 3.50383 300.136
-0.572092 4.90706 4.9403 300.151
-1.37926 7.37665 7.50448 300.252
-0.572092 4.90706 4.9403 300.151
-1.31603 5.3088 5.46948 300.227
-0.547445 3.46079 3.50383 300.136
-0.166124 1.80399 1.81162 300.067
-0.166124 1.80399 1.81162 300.067
-0.0304407 0.642687 0.643408 300.023
-0.0304407 0.642687 0.643408 300.023
0 0 0 300
0 0 0 300
-0.173086 2.60276 2.60851 300.075
-0.173086 2.60276 2.60851 300.075
-0.0316804 0.937989 0.938524 300.026
-0.0316804 0.937989 0.938524 300.026
0 0 0 300
0 0 0 300
-2.57015 12.1542 12.423 300.392
-1.31635 9.37004 9.46205 300.266
-2.57015 12.1542 12.423 300.392
-1.31635 9.37004 9.46205 300.266
-0.541452 6.29084 6.3141 300.161
-0.541452 6.29084 6.3141 300.161
-0.162761 3.36086 3.3648 300.08
