441173 899.575 29.4422 29.4413 -0.235216
441167 899.575 29.4534 29.4532 -0.119223
441173 899.578 29.1163 29.1163 -1.92014e-11
441179 899.578 29.1159 29.1159 -1.92011e-11
441173 899.575 29.4422 29.4413 -0.235216
441167 899.575 29.4534 29.4532 -0.119223
441173 899.578 29.1163 29.1163 -1.92014e-11
441179 899.578 29.1159 29.1159 -1.92011e-11
441152 899.563 30.1472 30.1437 -0.457353
441147 899.563 30.1702 30.1693 -0.230981
441152 899.563 30.1472 30.1437 -0.457353
441147 899.563 30.1702 30.1693 -0.230981
441168 899.562 30.1055 30.0918 -0.905703
441190 899.574 29.4243 29.4207 -0.461231
441190 899.574 29.4243 29.4207 -0.461231
441168 899.562 30.1055 30.0918 -0.905703
441196 899.578 29.1147 29.1147 -1.89418e-11
441196 899.578 29.1147 29.1147 -1.89418e-11
441221 899.574 29.4037 29.3962 -0.668333
441228 899.578 29.1126 29.1126 -1.89404e-11
441228 899.578 29.1126 29.1126 -1.89404e-11
441221 899.574 29.4037 29.3962 -0.668333
441201 899.562 30.0524 30.0231 -1.32639
441201 899.562 30.0524 30.0231 -1.32639
441115 899.532 31.2007 31.173 -1.3137
441145 899.527 31.2644 31.189 -2.16989
441145 899.527 31.2644 31.189 -2.16989
441115 899.532 31.2007 31.173 -1.3137
441087 899.53 31.283 31.2813 -0.329065
441094 899.53 31.251 31.2441 -0.65516
441094 899.53 31.251 31.2441 -0.65516
441087 899.53 31.283 31.2813 -0.329065
441256 899.573 29.4082 29.3954 -0.867559
441303 899.573 29.4007 29.3814 -1.06509
441312 899.578 29.1071 29.1071 -1.91953e-11
441264 899.578 29.1103 29.1103 -1.91974e-11
441303 899.573 29.4007 29.3814 -1.06509
441256 899.573 29.4082 29.3954 -0.867559
441264 899.578 29.1103 29.1103 -1.91974e-11
441312 899.578 29.1071 29.1071 -1.91953e-11
441236 899.56 30.0552 30.0059 -1.72128
441282 899.559 30.0401 29.9664 -2.10303
441282 899.559 30.0401 29.9664 -2.10303
441236 899.56 30.0552 30.0059 -1.72128
441195 899.534 31.0545 30.9401 -2.66296
441195 899.534 31.0545 30.9401 -2.66296
441239 899.53 31.0418 30.8765 -3.19982
441239 899.53 31.0418 30.8765 -3.19982
441169 899.485 32.4296 32.1258 -4.42829
441109 899.484 32.5753 32.3668 -3.67969
441109 899.484 32.5753 32.3668 -3.67969
441169 899.485 32.4296 32.1258 -4.42829
441017 899.426 34.5176 34.177 -4.83711
441084 899.43 34.2384 33.7472 -5.77904
441017 899.426 34.5176 34.177 -4.83711
441084 899.43 34.2384 33.7472 -5.77904
441026 899.447 33.5668 33.3568 -3.74889
441026 899.447 33.5668 33.3568 -3.74889
441026 899.464 32.9287 32.8241 -2.62353
441026 899.464 32.9287 32.8241 -2.62353
440958 899.41 34.954 34.6972 -4.22928
440926 899.409 34.7531 34.6058 -3.19613
440958 899.41 34.954 34.6972 -4.22928
440926 899.409 34.7531 34.6058 -3.19613
440792 899.332 37.0562 36.8529 -3.87652
440837 899.34 37.1677 36.8209 -5.06506
440792 899.332 37.0562 36.8529 -3.87652
440837 899.34 37.1677 36.8209 -5.06506
440881 899.341 37.0492 36.53 -6.18092
440881 899.341 37.0492 36.53 -6.18092
440941 899.335 36.8446 36.0552 -7.58617
440941 899.335 36.8446 36.0552 -7.58617
440997 899.474 32.7179 32.7076 -0.822066
440896 899.416 34.5705 34.5551 -1.03391
440911 899.416 34.5911 34.5272 -2.10115
441015 899.475 32.7163 32.6737 -1.66841
440997 899.474 32.7179 32.7076 -0.822066
440896 899.416 34.5705 34.5551 -1.03391
440911 899.416 34.5911 34.5272 -2.10115
441015 899.475 32.7163 32.6737 -1.66841
440989 899.472 32.7515 32.7489 -0.408344
440888 899.414 34.5953 34.5916 -0.509378
440989 899.472 32.7515 32.7489 -0.408344
440888 899.414 34.5953 34.5916 -0.509378
440773 899.337 36.9426 36.8517 -2.59086
440773 899.337 36.9426 36.8517 -2.59086
440761 899.339 36.9063 36.8839 -1.28612
440761 899.339 36.9063 36.8839 -1.28612
440754 899.337 36.9208 36.9153 -0.633711
440754 899.337 36.9208 36.9153 -0.633711
440561 899.226 39.7581 39.7508 -0.758922
440566 899.226 39.7467 39.7172 -1.53241
440566 899.226 39.7467 39.7172 -1.53241
440561 899.226 39.7581 39.7508 -0.758922
440577 899.224 39.7805 39.6623 -3.0647
440577 899.224 39.7805 39.6623 -3.0647
440329 899.09 43.0879 43.0508 -1.78813
440343 899.088 43.0949 42.9475 -3.56092
440329 899.09 43.0879 43.0508 -1.78813
440343 899.088 43.0949 42.9475 -3.56092
440324 899.089 43.11 43.1008 -0.889455
440324 899.089 43.11 43.1008 -0.889455
440012 898.908 46.9811 46.97 -1.02103
440019 898.909 46.9351 46.8905 -2.04615
440012 898.908 46.9811 46.97 -1.02103
440019 898.909 46.9351 46.8905 -2.04615
440036 898.91 46.8922 46.7154 -4.0679
440036 898.91 46.8922 46.7154 -4.0679
439686 898.707 51.2832 51.0643 -4.73388
439659 898.7 51.3726 51.3175 -2.37844
439659 898.7 51.3726 51.3175 -2.37844
439686 898.707 51.2832 51.0643 -4.73388
439647 898.697 51.4402 51.4264 -1.18938
439647 898.697 51.4402 51.4264 -1.18938
439731 898.716 51.1967 50.7115 -7.03152
440067 898.911 46.8503 46.4615 -6.02298
439783 898.726 51.268 50.4125 -9.32677
440111 898.916 46.9006 46.2248 -7.93298
440067 898.911 46.8503 46.4615 -6.02298
439731 898.716 51.1967 50.7115 -7.03152
440111 898.916 46.9006 46.2248 -7.93298
439783 898.726 51.268 50.4125 -9.32677
440370 899.088 43.1137 42.7901 -5.27248
440370 899.088 43.1137 42.7901 -5.27248
440415 899.094 43.1641 42.6062 -6.9174
440415 899.094 43.1641 42.6062 -6.9174
440645 899.228 39.9216 39.4744 -5.95861
440600 899.222 39.8511 39.5905 -4.55031
440645 899.228 39.9216 39.4744 -5.95861
440600 899.222 39.8511 39.5905 -4.55031
440679 899.224 39.9449 39.2596 -7.36723
440679 899.224 39.9449 39.2596 -7.36723
440437 899.084 43.316 42.4522 -8.60771
440437 899.084 43.316 42.4522 -8.60771
440709 899.209 40.1218 39.1132 -8.93946
440709 899.209 40.1218 39.1132 -8.93946
440463 899.068 43.5271 42.2638 -10.4106
440463 899.068 43.5271 42.2638 -10.4106
440732 899.186 40.6642 39.2549 -10.6129
440910 899.274 38.1639 36.9057 -9.71868
440910 899.274 38.1639 36.9057 -9.71868
440732 899.186 40.6642 39.2549 -10.6129
440527 899.069 43.8076 42.0786 -12.186
440527 899.069 43.8076 42.0786 -12.186
440123 898.901 47.2607 46.2001 -9.95632
440144 898.883 47.6456 46.083 -12.1018
440123 898.901 47.2607 46.2001 -9.95632
440144 898.883 47.6456 46.083 -12.1018
440225 898.892 47.7566 45.6287 -14.0967
440225 898.892 47.7566 45.6287 -14.0967
439796 898.713 51.9067 50.5516 -11.7833
439796 898.713 51.9067 50.5516 -11.7833
439781 898.675 52.6945 50.6838 -14.4175
439781 898.675 52.6945 50.6838 -14.4175
439135 898.305 59.4429 57.0474 -16.705
439305 898.431 57.0708 55.4558 -13.4809
439135 898.305 59.4429 57.0474 -16.705
439305 898.431 57.0708 55.4558 -13.4809
439300 898.444 56.3829 55.3469 -10.7589
439300 898.444 56.3829 55.3469 -10.7589
439987 898.712 51.8926 48.5619 -18.2917
439869 898.686 52.5773 49.8913 -16.5902
440313 898.903 47.4483 44.7542 -15.7609
439987 898.712 51.8926 48.5619 -18.2917
439869 898.686 52.5773 49.8913 -16.5902
440313 898.903 47.4483 44.7542 -15.7609
439390 898.404 57.8635 54.5523 -19.2932
439390 898.404 57.8635 54.5523 -19.2932
439404 898.374 57.9839 53.773 -21.6932
439404 898.374 57.9839 53.773 -21.6932
438906 898.105 62.1663 58.0857 -22.1518
438906 898.105 62.1663 58.0857 -22.1518
438234 897.76 67.9368 64.5 -21.3345
438234 897.76 67.9368 64.5 -21.3345
438298 897.751 67.6891 63.1594 -24.3457
438298 897.751 67.6891 63.1594 -24.3457
438710 897.959 64.2686 59.0955 -25.2621
438710 897.959 64.2686 59.0955 -25.2621
438679 898.081 62.4319 61.1872 -12.4044
438758 898.112 62.2779 60.4157 -15.1155
438758 898.112 62.2779 60.4157 -15.1155
438679 898.081 62.4319 61.1872 -12.4044
437993 897.667 69.7612 67.3712 -18.1039
437993 897.667 69.7612 67.3712 -18.1039
437914 897.639 69.9137 68.3437 -14.7332
437914 897.639 69.9137 68.3437 -14.7332
437846 897.617 69.8233 68.9297 -11.1349
438630 898.073 62.4349 61.7185 -9.43098
437846 897.617 69.8233 68.9297 -11.1349
438630 898.073 62.4349 61.7185 -9.43098
439254 898.437 56.3368 55.7447 -8.1464
439254 898.437 56.3368 55.7447 -8.1464
439210 898.429 56.457 56.1888 -5.49678
438582 898.063 62.5725 62.247 -6.37432
438582 898.063 62.5725 62.247 -6.37432
439210 898.429 56.457 56.1888 -5.49678
437789 897.602 69.8752 69.4733 -7.48395
437789 897.602 69.8752 69.4733 -7.48395
437736 897.583 70.0993 69.9976 -3.77594
438549 898.055 62.7537 62.6707 -3.22699
438549 898.055 62.7537 62.6707 -3.22699
437736 897.583 70.0993 69.9976 -3.77594
437700 897.568 70.3382 70.3136 -1.86095
438538 898.053 62.8545 62.834 -1.60758
437700 897.568 70.3382 70.3136 -1.86095
438538 898.053 62.8545 62.834 -1.60758
439182 898.424 56.5846 56.5167 -2.77109
439182 898.424 56.5846 56.5167 -2.77109
439173 898.422 56.6572 56.6402 -1.38934
439173 898.422 56.6572 56.6402 -1.38934
440739 899.018 44.4874 40.1974 -19.0604
440505 898.88 47.6168 42.4649 -21.5428
440600 898.895 47.3646 41.4998 -22.8292
440845 899.039 44.1688 39.3318 -20.097
440505 898.88 47.6168 42.4649 -21.5428
440739 899.018 44.4874 40.1974 -19.0604
440845 899.039 44.1688 39.3318 -20.097
440600 898.895 47.3646 41.4998 -22.8292
440933 899.133 41.8612 38.3264 -16.8359
440849 899.127 42.176 39.0672 -15.8924
440639 898.998 44.8375 41.0282 -18.0857
440849 899.127 42.176 39.0672 -15.8924
440639 898.998 44.8375 41.0282 -18.0857
440933 899.133 41.8612 38.3264 -16.8359
441025 899.147 41.5446 37.5887 -17.6931
441025 899.147 41.5446 37.5887 -17.6931
441161 899.229 39.4495 36.1265 -15.8472
441139 899.174 40.9741 36.6439 -18.3331
441259 899.248 38.9767 35.3497 -16.4189
441259 899.248 38.9767 35.3497 -16.4189
441139 899.174 40.9741 36.6439 -18.3331
441161 899.229 39.4495 36.1265 -15.8472
441249 899.2 40.2819 35.6704 -18.715
441352 899.265 38.4799 34.5855 -16.8683
441352 899.265 38.4799 34.5855 -16.8683
441249 899.2 40.2819 35.6704 -18.715
441114 899.116 42.2295 36.7676 -20.7719
440973 899.067 43.6128 38.1662 -21.105
441114 899.116 42.2295 36.7676 -20.7719
440973 899.067 43.6128 38.1662 -21.105
440981 899.037 44.2238 37.9185 -22.7581
440769 898.917 46.8977 39.5914 -25.138
440708 898.919 46.95 40.3884 -23.9391
440981 899.037 44.2238 37.9185 -22.7581
440708 898.919 46.95 40.3884 -23.9391
440769 898.917 46.8977 39.5914 -25.138
441221 899.145 41.6052 35.8428 -21.1256
