120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
119999 273 828.137
120002 272.998 828.149
119999 273.014 828.092
119967 272.917 828.366
141816 289.997 806.315
190790 322.265 765.278
245684 348.467 731.659
285929 364.305 711.192
304100 370.671 702.992
310311 372.651 700.005
309215 372.48 700.201
305172 371.14 702.099
300378 369.514 704.408
296563 368.221 706.262
294510 367.497 707.305
294004 367.293 707.6
294571 367.481 707.332
295643 367.853 706.8
296586 368.181 706.33
296997 368.328 706.12
296854 368.281 706.188
296384 368.118 706.421
295914 367.955 706.655
295697 367.88 706.763
295800 367.917 706.71
296106 368.026 706.556
296413 368.134 706.401
296552 368.185 706.33
296476 368.16 706.366
296260 368.085 706.473
296036 368.008 706.584
295916 367.968 706.643
295936 367.976 706.632
296051 368.018 706.573
296179 368.065 706.507
296253 368.092 706.468
296253 368.094 706.467
296207 368.079 706.488
296164 368.065 706.509
296157 368.064 706.511
296188 368.077 706.494
296233 368.094 706.469
296262 368.106 706.454
296256 368.106 706.455
296220 368.095 706.471
296174 368.08 706.493
296137 368.069 706.51
296121 368.065 706.516
296122 368.067 706.514
296129 368.071 706.509
296132 368.074 706.506
296129 368.074 706.506
296124 368.074 706.507
296123 368.076 706.506
296130 368.08 706.5
296145 368.087 706.491
296162 368.095 706.481
296178 368.102 706.472
296187 368.107 706.465
296191 368.11 706.462
296192 368.112 706.46
296191 368.114 706.458
296189 368.115 706.457
296188 368.116 706.456
296185 368.117 706.456
296183 368.118 706.455
296180 368.119 706.455
296177 368.12 706.455
296175 368.121 706.454
296174 368.123 706.452
296175 368.125 706.45
296178 368.128 706.447
296181 368.132 706.443
296187 368.136 706.438
296194 368.14 706.433
296202 368.145 706.427
296210 368.15 706.421
296217 368.154 706.416
296220 368.158 706.412
296221 368.16 706.41
296216 368.16 706.41
296208 368.159 706.412
296196 368.158 706.416
296183 368.155 706.42
296171 368.153 706.425
296161 368.152 706.428
296155 368.152 706.429
296154 368.154 706.427
296157 368.157 706.423
296165 368.162 706.417
296174 368.167 706.411
296183 368.173 706.404
296190 368.178 706.398
296194 368.182 706.394
296195 368.184 706.391
296192 368.186 706.39
296187 368.186 706.391
296180 368.186 706.392
296174 368.186 706.393
296168 368.187 706.393
296164 368.188 706.393
296162 368.19 706.392
296163 368.192 706.389
296165 368.195 706.386
296168 368.199 706.382
296172 368.203 706.378
296176 368.207 706.373
296179 368.211 706.369
296181 368.214 706.366
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
120000 273 828.139
